,ix,score
102,10471,-4.25481637318929
103,10790,-3.216388066609701
104,38676,-0.9189740816752119
105,22223,-1.6034791469573975
106,38928,-1.9636937777201329
107,15839,-0.8308663368225098
108,353,-0.8287647565205889
109,20736,-1.506773630777995
110,28214,0.28342040379842093
111,22069,-3.415343999862672
112,31870,-3.029534339904785
113,1382,-0.9749499956766767
114,2205,-1.394462426503499
115,17889,-4.543107509613037
116,11391,-0.4659247398376465
117,6928,-3.410787979761759
118,13729,0.8461139996846523
119,8249,0.937406063079834
120,20406,-3.540932973225911
121,3635,-0.6981433232625323
122,29701,-4.277945280075073
123,18010,-0.2589130401611328
124,32131,-3.759736378987631
125,36708,-0.21549129486083984
126,29207,0.3288383483886719
127,37463,-0.18369134267171283
128,16138,0.9342866738637294
129,33193,-4.212958931922913
130,9278,0.8835039138793945
131,20856,-1.306892553965251
132,33270,-4.06987762451172
133,15283,-4.279304027557373
134,1456,-3.7102807362874355
135,14315,-2.2492984135945644
136,31248,-1.1347467104593916
137,12769,-4.124432484308878
138,11356,-3.2713141441345215
139,3794,-2.583662748336792
140,9674,-1.1586666107177734
141,1741,-3.2973458766937256
142,17417,-1.71408494313558
143,23116,-2.927675247192383
144,20257,-4.964262167612711
145,29379,-1.682130177815754
146,16834,1.228891372680664
147,10443,-0.7695949872334786
148,36217,-0.6695620218912754
149,13009,-1.0245130856831874
150,6969,2.1240158081054688
151,36290,-4.783847192923227
152,15493,-1.4798937638600673
153,36577,-0.3748502731323242
154,7502,-0.8883508046468096
155,2163,-3.9708285729090376
156,28792,-3.4850664138793936
157,25249,-3.195464452107747
158,8565,0.03404315312703421
159,23537,-4.110345204671224
160,3557,-2.417963981628418
161,29524,-1.4537858963012695
162,4544,-2.20425303777059
163,21000,-0.043883323669433594
164,17425,-4.1590265432993565
165,7373,-1.283648173014324
166,9361,-0.7847183545430498
167,5970,-4.204727490743001
168,4987,-1.9995123545328788
169,24866,1.1963556607564287
170,33348,-1.799792130788168
171,13555,5.187141418457028
172,27552,0.4513719876607256
173,24667,-1.7780078252156573
174,36297,-2.5921374956766767
175,26022,-0.059264818827311494
176,701,-2.647942701975505
177,35927,0.2579065958658866
178,38897,-4.062999963760376
179,24574,2.002770582834879
180,24592,-4.43067971865336
181,24387,-3.1885611216227208
182,7377,-3.485584735870361
183,33870,-1.1204369862874346
184,28323,-1.3515594005584717
185,30463,-1.9024180571238203
186,13178,-3.5105180740356454
187,26262,-0.03543281555175781
188,7838,1.205541928609211
189,2137,-2.108471790949504
190,29087,1.1239804426829023
191,12667,-4.35582959651947
192,291,-4.658109347025553
193,27473,-2.393186092376709
194,17251,0.4316997528076172
195,38303,-3.3928093910217285
196,28820,-4.089471817016602
197,31834,-3.627792914708455
198,33345,-3.869290431340535
199,27417,-1.4368569056193028
200,16295,0.4643856684366874
201,20814,-3.674249490102132
202,37843,0.07675949732462506
203,17404,-2.5884766578674308
204,26618,1.5094915231068935
205,15021,-1.9196619987487793
206,25292,2.9459320704142264
207,9189,-4.046391010284424
208,18985,-3.7365720272064213
209,7636,-2.247546195983887
210,12942,-0.4620072046915684
211,17411,-1.7440013885498047
212,32071,-4.362722078959147
213,8610,-2.018763542175293
214,9691,-3.640048821767172
215,35840,-1.5856106281280518
216,6559,0.5974845886230469
217,21365,-3.508566538492839
218,24987,-2.0769561131795244
219,15016,-2.325583616892497
220,36807,3.0523576736450195
221,10688,-1.3745724360148106
222,31762,-2.71640427907308
223,25678,-1.160500367482503
224,3866,-4.335687120755513
225,36266,-1.2679007848103838
226,13896,-1.9267450968424482
227,34251,-4.179348150889078
228,2767,-3.3575358390808114
229,9652,-1.7287354469299316
230,15483,-4.181941827138266
231,6058,0.9577433268229179
232,2638,-1.2360650698343916
233,12878,-4.076034466425578
234,33982,-3.211850166320801
235,18170,-4.2315144538879395
236,27256,0.08505543073018362
237,18246,-1.6386483510335275
238,21421,-0.3571776549021406
239,30807,-3.5637116432189933
240,21854,-0.725385506947835
241,14056,-4.151655515034994
242,33878,-2.88435689608256
243,26090,-3.6018253167470298
244,18918,-2.1120805740356454
245,3822,-0.5702716509501151
246,31645,0.6008796691894531
247,30224,-2.666369279225668
248,35527,-2.7464981079101562
249,37999,-0.2909404436747236
250,9611,-0.2515726089477539
251,11519,-0.9108422597249355
252,15519,0.9416756629943857
253,32651,-2.5823163986206055
254,17420,-2.13401738802592
255,27679,0.5326671600341797
256,10057,-0.2695473035176592
257,1088,-3.7822225093841544
258,28755,0.12914117177327533
259,27965,0.43146800994873047
260,7026,0.5140515963236485
261,5487,-3.9266432126363116
262,8956,-3.455919822057088
263,12832,3.345768928527832
264,4228,0.009672800699870976
265,30660,-3.6433706283569336
266,17500,-3.8014276822408037
267,25648,1.1926507949829102
268,4655,4.097082138061523
269,8786,-4.165526231129964
270,10256,-3.8617857297261553
271,29775,-0.9214129447937012
272,31680,-4.590945680936178
273,21081,0.470044294993083
274,19909,-0.23556168874104788
275,3857,-4.646389524141947
276,10894,-4.355448563893637
277,10903,-0.09634510676066022
278,14709,-1.1823507944742842
279,29099,0.7024507522583008
280,31659,-1.6911431948343916
281,37664,1.077737172444662
282,22198,-0.1255960464477539
283,28565,-2.3678328196207676
284,26203,-0.9845217068990078
285,12243,-2.4280301729838047
286,29847,-0.5349171161651611
287,26998,-4.557490189870198
288,4476,0.25712267557780066
289,28309,-2.7528457641601562
290,6976,0.4309686024983712
291,19987,-2.530319929122925
292,26482,-4.042858997980753
293,17180,-1.39119036992391
294,5253,-1.1650144259134931
295,9172,-0.9853418668111171
296,2410,-3.1907183329264326
297,28148,-3.174642562866212
298,14044,0.03796116511027048
299,13131,-3.2509133021036787
300,12156,0.27306683858235736
301,11786,-3.9200627009073887
302,23959,-4.002988576889038
303,721,-0.4034239451090498
304,32516,-2.859155972798665
305,7603,-3.235718886057536
306,91,-2.621322790781657
307,10939,-2.3601897557576503
308,30035,-4.682106971740722
309,31036,-3.2270673116048174
310,1636,-2.8707105318705235
311,31956,0.8144737879435224
312,4546,1.1139240264892578
313,37516,-4.659233093261719
314,12998,-4.36893089612325
315,6155,-2.434705336888631
316,12880,-0.6713544527689628
317,14682,-2.4296068350474034
318,11474,-0.8522909482320156
319,7275,-3.585047562917074
320,2286,-3.5183154741923017
321,70,-4.125995477040609
322,22677,2.633907953898113
323,20528,1.545108477274578
324,1540,-0.25350014368693063
325,8938,-0.25019470850626657
326,25269,-4.655406832695007
327,22727,-5.35482931137085
328,22432,-3.735125382741292
329,5993,-0.366695086161295
330,6350,-4.0921471913655605
331,10028,1.7959101994832363
332,17535,-0.6395724614461269
333,27606,-4.0653635660807295
334,26439,-3.2490895589192705
335,9296,-4.799880425135294
336,36073,-3.0924302736918134
337,32943,-2.234761555989584
338,22225,-3.7305642763773603
339,28601,-4.100271701812745
340,23552,0.29706223805745413
341,19871,0.6790606180826817
342,7052,-1.5685990651448574
343,24567,-4.159318288167318
344,30643,-4.708895365397136
345,2664,-1.6028428077697754
346,32361,-3.26584815979004
347,23609,0.6416921615600586
348,25303,-4.75536330540975
349,22130,-2.0044429302215576
350,31584,-3.7126849492390956
351,30191,-2.124428590138753
352,21287,-1.1880076726277675
353,23563,-4.3101379076639805
354,38528,-3.599504788716634
355,34812,-4.132336298624675
356,35829,-3.5576351483662925
357,27543,-2.066570997238159
358,15052,-4.564503987630207
359,20088,-4.796287536621095
360,9933,0.31246058146158884
361,2080,0.01375269889831543
362,16698,1.4159324963887538
363,6718,3.1767298380533866
364,17332,-0.995878855387371
365,2873,-3.32069969177246
366,1435,-1.2121488253275556
367,37678,-0.8317222595214844
368,12460,-2.656614462534587
369,3948,0.3168188730875654
370,23401,0.23057270050048828
371,5679,-4.176801840464275
372,7708,-2.3387867609659825
373,519,-4.12911041577657
374,5480,-1.9965280691782628
375,14567,-4.207013368606567
376,38103,-3.107706864674886
377,506,-4.49336302280426
378,25009,1.3842212359110517
379,24792,-1.4991592566172276
380,37300,-3.691263198852539
381,4612,-4.487044175465902
382,37929,-4.151601791381837
383,27563,-3.5977526505788173
384,22550,1.394902229309082
385,21644,-0.09838342666625977
386,5507,-4.113208452860515
387,17034,-0.35675366719563684
388,30496,-1.1439118385314941
389,3105,-1.9027206103007002
390,35033,-4.532694975535074
391,27083,-3.081894000371297
392,27418,-4.461779832839966
393,15914,-0.5265366236368809
394,8818,-1.5428457260131845
395,19877,-1.0515880584716797
396,6243,-0.32375256220499704
397,16185,-2.9554069836934413
398,29073,-4.863666494687399
399,19125,-4.037123203277588
400,35439,-3.9365649223327646
401,6881,3.490409533182781
402,25133,-4.344436367352804
403,29171,-3.8650402228037515
404,3305,0.343903223673502
405,25160,-2.1228400866190595
406,25100,-3.0819896062215175
407,3370,-0.022463480631509825
408,264,-1.5093374252319336
409,1427,-3.4789463678995762
410,1267,0.08591667811075876
411,20498,-2.045626004536947
412,23684,-3.257698853810628
413,31970,-3.716225941975912
414,7411,-0.7241050402323399
415,6678,0.08762009938557824
416,25471,-2.5270899136861162
417,30921,-0.34296703338623047
418,23455,-4.500178893407185
419,17169,-3.8563946088155108
420,5089,-2.727902094523113
421,27849,-0.2997870445251465
422,28776,-1.9259241422017412
423,11568,1.1250597635904924
424,4268,0.666688760121664
425,924,-3.8106343746185294
426,22187,-4.003287156422933
427,29909,-2.4783476193745937
428,37852,-2.792711575826008
429,5908,0.9042701721191415
430,21810,-3.3802175521850577
431,205,-0.2211023966471357
432,22197,-2.6808039347330723
433,19216,-3.472969849904378
434,36223,-4.839628060658773
435,23127,0.5968030293782549
436,19267,-4.648764769236247
437,13081,0.06233771642049213
438,18610,-4.007856051127116
439,10286,-4.261755347251892
440,4099,-2.2485712369283046
441,25078,-4.532490412394205
442,34096,-0.176235516866047
443,28849,-1.035643259684246
444,10505,-1.8313372929890956
445,30849,-4.346570173899332
446,8006,-3.931310097376506
447,17105,-2.7719380855560303
448,13764,-4.674269914627075
449,36511,-1.4467881520589199
450,16623,-3.9893078804016113
451,22021,-1.9168004989624023
452,23711,-2.956506570180257
453,3210,-1.6591631571451817
454,2028,1.693607648213705
455,1145,-2.690754572550455
456,5885,-4.121742010116577
457,36073,-2.6724789937337237
458,24390,-0.0872182846069336
459,15518,-1.5078392823537188
460,32564,-2.2902482350667315
461,30884,-2.3403693834940595
462,12809,-3.8371640841166177
463,23575,-4.128523508707683
464,9331,-2.997660716374715
465,6709,1.5119260152180978
466,15476,0.18546342849731445
467,18826,-0.19194793701171875
468,31121,-3.333011070887248
469,5182,-3.455039342244466
470,3526,-4.105118910471599
471,2901,-4.721755504608154
472,25938,0.6621778806050624
473,18701,-4.321040789286296
474,11524,-0.2054904301961269
475,38765,-3.6298580169677743
476,8659,0.31854724884033203
477,20118,-2.8184280395507812
478,21778,-0.8565788269042969
479,14305,0.2962044080098476
480,4233,-4.4594309727350865
481,18047,-3.2490075429280605
482,38553,-1.3993957837422686
483,5470,-3.339351336161296
484,33540,-0.6893605391184492
485,31013,-1.092589696248373
486,26855,0.44624869028727154
487,23005,-0.4689803918202724
488,3358,-4.21613852183024
489,19501,-1.0110141436258955
490,12071,-4.091468095779419
491,32485,-2.627789656321208
492,768,-3.1872866948445635
493,19586,-0.632300853729248
494,6307,-1.6813111305236816
495,31137,2.2014271418253575
496,24448,-3.9361488819122306
497,31280,0.5966127713521328
498,340,-1.3794314066569004
499,15,-3.0292862256368
500,20847,-0.5085159937540684
501,37665,-2.564321358998617
502,5234,-0.8088674545288086
503,461,0.2282402515411377
504,17637,-2.987876256306966
505,38727,-1.355132420857747
506,40,-2.4315225283304853
507,39013,-1.2328707377115888
508,32904,-3.8479199409484863
509,15538,-2.7486461003621407
510,19486,-3.531198024749755
511,31920,-0.4839016596476231
512,12388,-1.9648098945617676
513,11747,-3.773791710535685
514,6846,-2.095767180124918
515,12503,-2.8883550961812343
516,32915,-0.7538766066233311
517,11495,-0.6605110168457031
518,29148,0.6576491991678868
519,9152,-4.384422858556111
520,4997,1.218220392862957
521,4101,-3.6842644214630123
522,20880,-3.0805409749348955
523,10752,-2.666464487711588
524,34476,-4.410577456156412
525,19002,0.42534955342610914
526,10021,-3.4740519523620597
527,32907,-4.358346064885458
528,10874,1.4952012697855626
529,10557,-1.578859170277914
530,3652,-3.0812257925669355
531,31341,-0.7921366691589355
532,16265,-3.996647834777832
533,19459,-3.6931094328562413
534,26029,-1.4639982382456456
535,10512,1.9423638979593907
536,22029,1.0747661590576172
537,4472,-1.8693909645080566
538,28780,1.5333970387776699
539,10715,-3.1643560727437334
540,34699,1.930379231770834
541,15130,0.07158517837524414
542,16220,-1.4085687001546212
543,6142,-4.304656982421875
544,13377,-3.5186463991800947
545,19620,-4.248171806335449
546,24741,-2.4222079912821446
547,6631,-3.0761349995930987
548,22860,-4.013163805007935
549,20665,-3.8249004681905108
550,27012,-1.110550880432129
551,25007,-3.348318020502726
552,13489,-3.549115339914958
553,38778,-1.29404592514038
554,22315,-2.226681550343831
555,23077,-1.906739552815755
556,19612,-4.067387501398723
557,11835,-3.4423526128133135
558,21621,0.9685407479604082
559,15547,-3.9842896461486808
560,32860,-3.9034581184387207
561,30299,-0.486568133036295
562,15910,-1.3522988955179853
563,2020,2.3685938517252616
564,12899,-1.0810861587524414
565,13228,-4.121976137161254
566,26327,-2.9343215624491377
567,5350,-3.334541797637939
568,28811,-3.2969795862833653
569,33030,-3.2496687571207676
570,23129,-3.5009835561116533
571,16916,-3.5433524449666347
572,12279,-3.1719452540079747
573,23683,-1.8963375091552725
574,8492,-4.176109393437703
575,37024,2.1894043286641427
576,5691,-4.134797215461731
577,36288,-1.9662354787190761
578,12399,-2.78615665435791
579,10133,-3.52993639310201
580,21518,-1.5108531316121416
581,18620,-4.185885906219482
582,18271,-1.0757149060567217
583,11764,-4.34649419784546
584,12906,-2.015596389770508
585,16783,-3.273265838623047
586,28852,-3.5032924016316738
587,20253,-2.634069760640463
588,14301,-1.0738978385925293
589,16884,-4.560739676157633
590,2449,0.7902297973632812
591,28928,-4.666265567143758
592,31603,-3.954031984011332
593,7210,-4.009971459706625
594,5206,-2.500902493794759
595,2023,-2.0428703625996905
596,32253,-1.7703601519266767
597,24136,-3.7476013501485186
598,19791,-4.4813681443532305
599,12849,1.0374967257181806
600,26409,1.911122639973959
601,488,-3.3264066378275556
602,31968,-0.3337268829345703
603,29253,-1.643263816833496
604,11862,-3.421692927678426
605,3547,1.4204978942871094
606,37519,0.7152903874715175
607,1166,-3.3132540384928384
608,35430,-1.8209249178568516
609,19546,-1.5123097101847325
610,17601,0.7756994565327959
611,7724,-2.6513185501098624
612,8380,-3.87471866607666
613,26520,-4.262541453043619
614,33675,-2.0118931134541826
615,32891,-4.014335870742798
616,18190,-0.3178273836771641
617,211,-4.161878267923991
618,30556,-3.4462655385335292
619,18174,-3.551216284434
620,14077,-3.677158832550049
621,16184,-2.8871911366780596
622,751,-2.834659258524577
623,7392,-1.4564956823984776
624,16334,-0.27999027570088675
625,8088,-3.9606638749440513
626,9311,-4.158689101537068
627,17242,-4.439559459686279
628,21666,-4.772904713948568
629,30097,-4.321426312128702
630,32593,-3.4100917180379238
631,15551,0.07118924458821851
632,34416,-0.06774489084879587
633,24598,-3.5943090915679923
634,27411,-3.6575383345286054
635,25058,-0.5699766476949044
636,20620,-0.44483041763305664
637,6973,-1.6416880289713545
638,37879,3.691243489583332
639,10775,-3.601614634195964
640,21152,-0.24411122004191022
641,25261,-2.53195858001709
642,16622,-3.549533049265544
643,14726,-0.3934793472290039
644,28246,2.5711358388264998
645,15829,1.946758111317953
646,34527,-4.097529689470926
647,18514,-2.7212862968444824
648,19144,-1.4145123163859044
649,9033,0.6097215016682949
650,22318,-4.1921333471934
651,27943,0.13711023330688477
652,9160,-1.9333992004394522
653,23190,-3.58138624827067
654,2384,-1.9930741786956787
655,8563,-2.631471474965414
656,8588,-2.0454014142354326
657,28532,-2.4120926062266035
658,30739,-3.659082730611166
659,2312,-0.2940805753072091
660,15666,-0.022769292195638613
661,15416,0.6570175488789873
662,5358,1.4361866315205898
663,27961,0.2988890012105312
664,26379,-1.655592282613119
665,14313,0.409849325815836
666,10599,-3.7321918805440273
667,2049,-1.642869631449381
668,35725,-1.0486202239990234
669,10718,-4.194654742876688
670,35894,-1.7091477711995449
671,27951,-4.348886569341024
672,35602,-2.151799599329631
673,37095,-2.6898581186930333
674,35759,-3.864627520243327
675,8432,-3.8852293491363525
676,33962,-3.602548122406005
677,3166,-0.6614891688028974
678,4854,-2.4902318318684893
679,20029,-3.4875106811523438
680,27387,-2.8245805104573574
681,27079,-2.065144856770834
682,3425,-2.8337559700012207
683,31980,0.4304960568745928
684,22101,-0.08146985371907611
685,12468,-4.103314717610677
686,32739,-0.2295659383138009
687,5460,-0.8114808400472011
688,11600,-0.8092231750488281
689,23929,-4.264275153477987
690,988,-3.5549308458964024
691,12776,-2.7739977836608887
692,10394,-0.8205552101135245
693,21917,-4.4140561024347935
694,29138,-2.3588829040527344
695,28864,1.1280891100565587
696,17006,1.73399019241333
697,27265,-3.6933854420979815
698,6967,-2.0738741556803397
699,5042,-3.72714098294576
700,7589,-1.4994497299194336
701,8139,-3.8102250893910723
702,14680,-3.8758573532104488
703,31647,0.15873273213704486
704,23084,1.3592863082885742
705,22978,-3.8002502123514814
706,2138,-3.461154301961263
707,36257,-4.543088992436727
708,20395,-3.6174685160319004
709,33173,-1.7046359380086251
710,25066,-2.8235091368357343
711,18793,-2.1932471593221017
712,21084,-3.4979108174641933
713,23922,1.120391209920248
714,16162,-2.5720378557840986
715,12178,-1.2753890355428066
716,7795,-0.12481339772542288
717,37216,-1.8189458847045898
718,18695,-3.0052123069763192
719,28420,-1.5042672157287598
720,11267,0.4829729398091631
721,25943,-4.09156036376953
722,11344,-4.147971709569296
723,27219,-2.616063117980957
724,22078,-1.4576301574707031
725,11178,3.695891062418621
726,20973,0.45702584584554096
727,35122,0.23945093154907227
728,33934,0.9891120592753095
729,36714,-3.860639254252116
730,33202,-2.301716963450115
731,37781,2.230571111043295
732,13507,-0.6766699949900312
733,35276,-3.258352915445964
734,21552,-3.051965157190959
735,14752,-2.7011744181315107
736,24120,-1.7504987716674805
737,28328,-4.267338991165161
738,14778,-3.243599971135457
739,34964,-0.2581771214803066
740,35871,-0.2523176670074463
741,3925,-2.0859934488932286
742,24480,2.735580126444498
743,16375,-1.8613395690917969
744,32375,-1.9573497772216797
745,8202,-3.3654029369354257
746,30706,-0.560069402058919
747,20193,-2.2848525047302237
748,34551,-0.8651591936747227
749,28051,-0.04446077346801758
750,22807,1.1647255420684806
751,31315,-0.7811056772867833
752,34078,-2.940343300501506
753,27584,-0.868466854095459
754,18292,-0.8966968854268389
755,26673,-4.622931798299153
756,5560,-2.869328498840331
757,27824,-3.063386996587118
758,14963,0.5964295069376622
759,9096,1.4970266819000235
760,12229,-3.739683945973714
761,32797,-3.44418485959371
762,34855,0.10402599970499704
763,7951,-2.7238987286885576
764,23853,-4.087831735610963
765,9963,-4.18957765897115
766,27536,-4.1257561047871905
767,2298,-4.484092553456624
768,36351,-3.4002879460652675
769,28944,-0.2201827367146798
770,20646,-4.054513136545817
771,23745,-4.502914587656656
772,11256,0.8413281440734863
773,22131,2.212312062581379
774,3328,-2.8228158950805655
775,35397,-0.8924616177876787
776,1665,-4.818584521611532
777,480,-5.173831423123676
778,30861,-3.960586627324422
779,25297,-1.3896512985229492
780,4087,-4.638725598653158
781,25509,-4.4633829196294155
782,4223,0.22076654434204102
783,20818,-3.719242811203002
784,38379,-0.19814602533976178
785,25132,-4.52841297785441
786,13429,-1.9632557233174648
787,7447,-1.7986561457316075
788,10416,-1.7292167345682774
789,5838,-2.852743148803711
790,3656,-4.471511761347453
791,16834,0.12825647989908795
792,14139,-1.9493913650512695
793,15189,-3.2566792170206704
794,21258,0.9431532224019374
795,36555,2.0513381958007812
796,19251,-3.976074457168579
797,30933,-3.071323076883952
798,14010,-3.5888864994049077
799,15513,-4.300848325093587
800,9536,-3.331284999847412
801,6141,-4.706361850102741
802,35744,-4.583299318949381
803,36168,-3.877621014912923
804,3781,-2.9965596199035645
805,22641,-2.5265155633290606
806,14308,-3.878303209940592
807,28518,-0.4636241594950352
808,14970,-4.190479914347331
809,26628,0.9456777572631836
810,19222,-1.1819198926289882
811,37835,-1.9003055890401201
812,23078,-4.087387959162394
813,18085,-3.6686962445576983
814,18570,-4.2967194716135655
815,22527,0.9588470458984375
816,9878,-0.6718171437581377
817,6560,-3.8088159561157227
818,23009,-2.019742250442505
819,38818,-2.3527302742004386
820,30215,-3.7948404947916665
821,16216,-0.8207874298095703
822,17239,-4.151188850402832
823,19404,0.720846811930338
824,21147,-2.570049921671549
825,26486,-1.2715167204538975
826,31949,-3.487996021906535
827,35509,-2.621798674265543
828,25828,1.5905159314473476
829,37260,0.38321749369303504
830,35156,-0.21927960713704397
831,23457,-1.8852888743082694
832,28279,-4.350607951482137
833,18889,-0.5351262887318926
834,23417,-4.622196515401204
835,24521,0.47875531514485736
836,21928,0.8067948023478184
837,5815,0.8544376691182451
838,10220,-4.125300407409668
839,14210,-2.4371031125386553
840,24225,1.623658498128254
841,31972,-3.4215644995371504
842,20892,-0.026237169901530244
843,22501,-4.344383557637533
844,2576,-4.354274193445841
845,31330,-4.365816354751587
846,9633,-4.17065985997518
847,111,-3.7502338091532392
848,33417,-0.599152247111002
849,18822,-2.280576705932617
850,9304,-2.2128992080688477
851,21071,-3.9717233180999765
852,1839,-2.4375905990600586
853,14610,-4.392393430074056
854,27243,-4.134724219640096
855,6175,-4.400739947954813
856,28994,-3.5847070217132577
857,13095,-2.8894280592600508
858,2521,-4.0216749509175616
859,28945,-1.3188395500183105
860,38923,-2.99246056874593
861,11479,-2.385635217030843
862,2726,-4.30727497736613
863,35052,-4.417902151743571
864,17914,-3.701423803965251
865,33750,-1.8373593489329014
866,35081,-3.5504447619120283
867,19142,-1.5268389383951826
868,8866,-3.5717728137969966
869,37432,-4.314862728118896
870,9796,-2.385221004486084
871,13113,-0.17152881622314453
872,20978,-1.4798892339070635
873,1111,-2.7365436553955087
874,20626,0.14488999048868934
875,32851,-4.553307692209879
876,5066,-2.7174421946207676
877,31563,-2.766582091649373
878,27055,0.7128677368164062
879,16054,0.1382915178934745
880,14013,1.301066080729166
881,36350,-3.954840501149496
882,34664,-2.249562581380208
883,4520,2.963604609171547
884,30731,-0.6696999867757158
885,33283,-1.0600934028625488
886,21409,-3.505711317062378
887,28232,1.7457736333211251
888,24222,-2.0411176681518546
889,8540,-3.3484567006429025
890,12015,-0.9483474095662432
891,37103,-0.3914478619893398
892,3860,-2.1715207894643145
893,1350,-2.947790265083313
894,15371,-0.10741440455118845
895,38508,1.0032771428426095
896,28175,-1.4587421417236328
897,38662,-3.5736513137817383
898,31794,-3.6852939923604335
899,14807,-1.3383844693501796
900,3799,-3.644107580184936
901,8913,-1.379730224609375
902,38921,0.5785132249196367
903,21491,-0.5822463035583487
904,18946,-4.819745262463888
905,13528,-4.441630999247233
906,25254,-2.2547073364257804
907,12606,-1.1210543314615897
908,12395,-4.127896626790364
909,18463,-1.6642875671386719
910,35659,-1.645206769307455
911,14291,-4.76941696802775
912,13228,-4.253876527150472
913,31817,-3.5726626714070635
914,30185,-1.9595467249552403
915,26886,0.2913505236307774
916,19461,-4.2584288120269775
917,21843,-2.2321081161499023
918,2797,-2.755814552307128
919,31334,-3.6981298128763838
920,33714,-2.420041720072428
921,18015,-3.9855535825093584
922,28344,-1.891255060831706
923,3517,-3.802903175354004
924,33288,-3.077702522277832
925,37072,-4.542794148127237
926,11299,-1.3868867556254072
927,3982,0.03615617752075195
928,25999,1.3944602012634277
929,37105,-0.09828901290893555
930,36094,-2.848676999409993
931,19410,-1.7530864079793291
932,30350,-3.7426086266835528
933,38729,-0.47318601608276367
934,11819,-4.242692510286967
935,36841,1.6139717102050781
936,15186,-0.6838518778483085
937,33995,-4.139075120290121
938,26518,2.9695908228556327
939,18269,-0.8563237190246582
940,8247,3.572184880574543
941,2589,-4.59935188293457
942,20376,-0.05177434285481741
943,14666,-1.0429889361063633
944,19705,-4.546311934789022
945,12447,-3.868649959564209
946,15938,-4.194398641586305
947,14559,-3.463722070058187
948,18939,-1.1926814715067549
949,18747,0.825892448425293
950,35959,-0.5117610295613613
951,10019,-0.43526649475097656
952,4728,1.1111572583516445
953,37353,-4.3324752648671465
954,690,-2.45561424891154
955,5373,-0.5394476254781093
956,16393,-0.8976093928019218
957,19454,-3.155178864796956
958,38460,-0.3381821314493818
959,26118,-4.210896412531535
960,15651,-3.601481199264526
961,14903,-2.5125598907470703
962,14686,-0.7164824803670253
963,22557,-0.7166943550109863
964,22037,-3.9537687301635733
965,15041,-2.0328826904296875
966,23344,-0.17522168159484863
967,1946,-4.299429257710774
968,26167,-4.541044155756634
969,6784,-3.945636510848999
970,7700,-1.317940553029378
971,32484,2.2854951222737636
