,ix,score
119,22812,-2.5211118062337237
120,11456,-0.523774464925129
121,21500,-0.8138612111409511
122,18775,-2.843110243479411
123,19350,-3.647034645080566
124,22464,-3.5318368275960275
125,3853,-4.405179977416992
126,22001,-2.2558375994364415
127,16316,-0.5600779851277675
128,14908,-4.183948119481404
129,3545,-2.515456199645996
130,20777,0.8730931282043457
131,13300,-0.9565750757853193
132,9945,-1.3066775004069004
133,13798,-3.6686305999755864
134,6180,-0.2832489013671875
135,19549,-4.067277352015178
136,274,-3.246822992960613
137,24320,-3.531742175420126
138,10930,-1.9722232818603516
139,3936,-3.09023920694987
140,7331,-1.2530377705891933
141,12287,-0.8070619901021328
142,19837,-3.2398888270060215
143,9243,0.8811882336934413
144,19783,-2.1872363090515146
145,21765,1.6949907938639317
146,16476,-0.20406611760457416
147,4760,-4.263625939687093
148,23997,-3.9230298201243086
149,25329,-3.791631857554118
150,16529,-1.8045647939046212
151,4858,-3.0806492169698085
152,13822,0.9088711738586426
153,11606,-4.404445250829061
154,19917,-2.6718050638834634
155,25390,-0.5457905133565255
156,22110,-2.664635022481283
157,19667,3.5852902730305978
158,24088,-0.38926156361897757
159,15433,-4.346284230550131
160,23493,-0.7659614880879726
161,24339,-4.162899414698283
162,11090,0.4327526092529297
163,19516,-4.218597809473673
164,19981,-2.5375410715738935
165,9887,0.30844815572102924
166,444,-1.333989143371582
167,16451,-1.7983175118764239
168,22764,1.4122543334960938
169,14717,0.8069202899932861
170,1977,-1.7661182880401611
171,4993,-1.6833350658416748
172,14622,2.4011006355285645
173,13144,0.33287715911865234
174,24480,2.735580126444498
175,25213,-1.458464463551839
176,1128,-3.8812759717305507
177,20925,-0.4582330385843907
178,23370,-0.10611565907796283
179,2064,-0.9108150800069179
180,19473,-0.10598770777384381
181,3897,0.5706246693929025
182,16972,0.571562608083088
183,7913,-1.0271848042805987
184,1532,-0.07194598515828421
185,14555,-4.235150575637817
186,24183,1.3330053488413487
187,21116,-1.9326062202453622
188,5587,-3.8039277394612636
189,10458,-2.1157433191935224
190,1667,-2.3693226178487143
191,12691,-1.1113254229227705
192,20637,-1.9082894325256348
193,21445,-0.4804387092590332
194,19316,-3.324178775151571
195,7441,0.34017467498779297
196,18067,1.4083697001139335
197,20120,-1.6722885767618818
198,23238,-2.3799247741699228
199,16218,-4.37844999631246
200,24261,-0.19112126032511334
201,17094,0.858338038126627
202,21958,-2.380423704783121
203,13092,-0.714012622833252
204,19554,-0.5261036554972334
205,6845,-1.7254373232523603
206,21765,1.6949907938639317
207,8382,-2.773991982142131
208,18583,0.10466496149698923
209,13115,-4.5352708498636884
210,21208,-2.641648530960083
211,22699,0.04174947738647461
212,19692,-2.8622833887735997
213,24019,1.2632651329040527
214,25015,0.12917931874593158
215,11455,-1.24643071492513
216,7837,-3.1623865763346357
217,24994,-1.641657829284668
218,18780,-1.8666583697001142
219,1980,-1.757695198059082
220,10863,-0.36792564392089844
221,2919,0.008727709452311494
222,11680,-2.021018822987874
223,3646,-0.5594275792439776
224,10950,-0.7098457018534345
225,15540,-4.136968612670898
226,787,-3.109086672465006
227,15537,-4.028299172719319
228,12510,-1.0374730428059893
229,8861,-1.3379891713460283
230,25594,-2.913501501083375
231,1518,-4.343426704406738
232,6682,-3.7259077231089277
233,1169,2.498695055643717
234,5312,0.9895548820495605
235,2207,0.8831549485524501
236,18273,1.4965588251749669
237,4958,-1.9068185488382978
238,7219,-1.9205652872721348
239,10301,-2.200033664703369
240,12827,-2.432411352793375
241,7025,-3.8561639785766593
242,20094,-3.0309778849283857
243,5811,0.24791367848714252
244,20974,-1.2222472826639814
245,1973,-1.771440426508585
246,24108,-0.22738615671793738
247,23791,-0.24321842193603516
248,20397,-3.048954327901204
249,10379,4.058884302775066
250,12718,-1.8281915187835693
251,15787,-3.9700426260630293
252,4813,-2.9919354120890302
253,13107,-2.9514346917470293
254,18494,-3.1761771837870283
255,9964,-0.858458836873373
256,8892,-0.6605070432027178
257,20776,3.1273209253946934
258,19771,-4.290272076924642
259,10908,-0.0731805165608721
260,10239,0.74847412109375
261,25582,0.4311079978942871
262,9573,-2.729471842447916
263,23267,1.0111045837402344
264,14234,-1.1530353228251133
265,15421,-2.3795619010925293
266,16057,2.1788177490234375
267,7993,-2.5352462132771834
268,17290,0.31131712595621774
269,15675,-2.5631665388743086
270,14261,-0.5315979321797686
271,7112,1.5253213246663417
272,8507,-4.02091407775879
273,25817,-4.434870560963949
274,10166,-2.261513948440552
275,3585,1.6367592811584473
276,19123,-3.7715256611506143
277,8215,-0.753949324289958
278,19049,-0.6877503395080566
279,20894,-3.53700335820516
280,22857,-0.9544119834899902
281,25528,-3.0282292366027836
282,7050,-4.3374944527943935
283,11233,-4.135418971379599
284,19483,-3.9760871728261313
285,14671,0.2778490384419765
286,8850,1.1231726010640468
287,8148,-4.208193778991699
288,11445,1.3094110488891602
289,16512,-0.8720216751098633
290,19429,-1.3996454874674473
291,22464,-3.5318368275960275
292,22041,1.4062479337056475
293,3127,-0.5447887579600019
294,4372,-2.073328971862793
295,25874,-2.891997416814168
296,7022,-0.7922655741373692
297,10138,-2.7383187611897792
298,25646,-3.2142638365427656
299,5169,-3.9957588513692217
300,11671,1.9037734667460118
301,887,-2.439198017120362
302,515,0.31084728240966797
303,9067,-0.38468345006306937
304,5971,0.8899280230204258
305,13804,-2.169183731079101
306,6457,-0.6927329699198399
307,349,2.3656989733378087
308,20672,-2.295669714609782
309,8199,-0.5546248753865557
310,24917,-3.556888739267985
311,11973,-1.2581790288289394
312,8092,-1.016801993052165
313,22050,3.4933568636576346
314,22246,-3.5878041585286464
315,15090,-4.3504734834035235
316,13519,1.0151794751485177
317,23871,-1.5384864807128906
318,3109,-2.9601071675618496
319,21025,-0.17666323979695697
320,19088,0.0911402702331543
321,3239,-0.9397438367207851
322,3009,-0.28984880447387695
323,2122,-4.268095572789509
324,12511,0.6052540143330898
325,20654,-4.006119926770528
326,8633,-2.3009215990702314
327,19702,-2.038553873697916
328,10223,-4.724384148915609
329,23141,-2.5403410593668623
330,25561,-1.183871428171794
331,16606,1.3451445897420253
332,12748,-2.2724006970723476
333,22326,-2.6132229169209804
334,14684,-1.9159603118896484
335,19672,-3.1562922795613613
336,1732,2.5462264219919852
337,23741,-2.0073118209838867
338,13973,2.3327813148498535
339,14454,-4.940297285715738
340,22018,-1.8534000714619951
341,5824,-1.3191356658935547
342,12532,-3.9235395590464273
343,19098,-4.158371289571127
344,24097,-4.691182931264242
345,5505,-3.0352803866068525
346,17674,-3.5414026578267412
347,11502,-2.326101303100586
348,13644,-0.3693753878275565
349,2530,-0.33374897638956735
350,15658,-0.7805512746175118
351,13185,-1.3391739527384434
352,20172,-3.8492060502370196
353,6107,-2.5579419136047363
354,2156,-3.807735085487366
355,15904,-1.3980826536814366
356,6518,-3.6944432258605957
357,13726,-4.609042485555014
358,15887,-4.355565051237742
359,25960,-0.26424519220987897
360,10634,-3.877622604370117
361,2941,0.02083587646484375
362,9647,-2.427903175354004
363,5421,0.9836149215698251
364,8449,-2.5921593507130947
365,6987,-0.3024129867553711
366,22699,0.04174947738647461
367,4967,-0.7010496457417803
368,19034,0.33531904220581055
369,7055,-3.700702587763468
370,24826,-0.9084798494974775
371,7815,-3.9891933600107827
372,18429,-0.946114381154378
373,10698,-2.3075253168741856
374,9298,1.3840208053588867
375,10527,-3.9751350879669194
376,8224,-2.9185033639272056
377,18738,1.4510995546976728
378,19065,-3.5035547415415444
379,423,-2.533861160278321
380,25430,-1.9352758725484218
381,17664,-0.3254572550455723
382,9843,0.310914834340414
383,22561,-2.0232466061909995
384,23752,-2.65339994430542
385,21043,-4.1600421667099
386,5469,-0.8187934557596845
387,3532,-3.908600330352783
388,16363,-0.6572723388671875
389,10866,-0.738491853078207
390,6935,-3.8405046463012695
391,2298,-4.484092553456624
392,7370,-2.243361473083495
393,10237,0.6841845512390128
394,12647,-1.524176836013794
395,11047,-4.148592313130697
396,12482,-1.3164084752400704
397,20136,-3.8403693834940587
398,16914,-2.3163892428080244
399,25796,-0.7396955490112305
400,10083,-0.697093566258749
401,10892,-0.752398331960042
402,13963,-0.615607738494873
403,23446,1.108617464701335
404,25084,-1.9946991602579747
405,5324,-3.2406833171844482
406,22434,-4.981752077738444
407,21890,-3.7653373877207437
408,22885,-1.0909513632456465
409,16794,0.6117911338806152
410,1181,-1.59623638788859
411,8533,-2.221904595692953
412,16424,-1.893320719401041
413,788,-0.5964420636494951
414,248,-1.8761696815490723
415,3659,-2.693487326304118
416,16656,-3.6217695077260332
417,22351,-3.5802956422170005
418,14424,0.4459031422932931
419,19034,0.33531904220581055
420,6525,-3.447980086008707
421,24899,0.44002501169840524
422,303,-3.4067273139953604
423,21464,-3.8394958178202314
424,761,-4.319203495979309
425,349,2.3656989733378087
426,2974,-1.5290767351786299
427,8343,-1.9375890890757237
428,11296,0.8884053230285645
429,9193,-3.0994720458984375
430,9324,-2.1679414113362636
431,1972,-2.187580108642578
432,13088,-4.304150342941284
433,25127,-4.180218696594237
434,2767,-1.7632126808166513
435,14265,1.181808153788249
436,11105,-1.4481148719787598
437,6598,-2.421416838963826
438,23911,-2.7654590606689453
439,16168,-3.977660099665324
440,7866,0.5939997037251796
441,21819,-3.9095433155695596
442,22460,0.7428429921468087
443,25628,-4.8488281567891445
444,21692,-1.3953962326049805
445,4643,-1.7561670939127598
446,13581,-2.3262290954589844
447,858,-2.6429835955301915
448,22444,-0.6346314748128252
449,6555,-1.937157154083252
450,18299,1.664309024810791
451,482,-3.4616057078043623
452,17868,-3.138433615366618
453,4150,-0.200835545857748
454,12758,-1.2278205553690595
455,24623,-0.48511616388956735
456,2211,-3.6131534576416016
457,3228,-0.9477553367614737
458,24698,-1.3545734087626142
459,14853,-2.0598798592885332
460,2868,-3.4530617396036787
461,20895,-4.390136043230693
462,1332,-1.7077914873758955
463,22815,-0.9187919298807774
464,11847,-4.822873433430989
465,8590,-2.384541829427083
466,4571,-2.1722343762715655
467,22373,-1.2472303708394366
468,17286,-3.748334566752116
469,268,-1.1245962778727217
470,23780,-0.7473438580830898
471,6460,1.9608650207519531
472,14343,-0.30287663141886334
473,13029,-2.8445874849955235
474,25299,-0.938554922739665
475,12686,0.2138361930847168
476,20735,-1.0861279169718427
477,10320,-3.7254665692647295
478,13410,-4.474325497945149
479,25775,-0.727025667826334
480,15481,-3.6182272434234615
481,6401,-1.7965222994486494
482,22141,-4.428003112475078
483,6579,-3.0723795890808105
484,8260,-3.756387233734131
485,2435,-0.4488833745320635
486,23033,-0.45377572377522846
487,4733,1.4578866958618173
488,20948,-0.2009420394897461
489,5163,-1.628288984298706
490,450,-2.1788214842478437
491,14886,1.633703549702961
492,23274,0.7977029482523594
493,8416,-3.7646580934524536
494,10339,0.1767253875732422
495,13896,-1.608598868052165
496,7514,-4.334184169769287
497,20100,-3.222940683364868
498,9135,-4.4232581456502285
499,19027,-1.4854005177815761
500,15478,-1.3246715863545733
501,4963,-1.4668428897857675
502,1001,-2.115222454071045
503,1529,-3.6814710299173985
504,3684,-1.7050094604492188
505,23951,-4.531142830848694
506,25246,-2.9789730707804365
507,8709,-4.360276142756144
508,4143,-4.062210083007812
509,17059,-0.33223883310953806
510,82,-1.7829109032948809
511,20509,-1.3257323900858564
512,14020,-3.333449602127076
513,5737,-0.3296486536661787
514,8266,1.5192898114522295
515,5422,0.2073494593302403
516,14798,-1.2236235936482753
517,14050,-0.24084774653116803
518,18435,-2.95564603805542
519,18719,-2.7028385798136387
520,8261,-3.497090021769207
521,8849,1.039718310038248
522,3236,0.7073958714803048
523,4028,-2.317512591679891
524,2937,-3.4086545308430987
525,25331,-4.048490842183431
526,24501,0.35524988174438477
527,12561,0.723796208699544
528,22626,-1.3792699178059893
529,24311,0.09421555201212506
530,21049,-3.5234458446502686
531,13003,-2.201450188954671
532,10086,0.57080078125
533,16632,-3.7113198439280195
534,3556,-3.6737875143686933
535,13088,-4.304150342941284
536,16027,-3.7170755068461094
537,11305,-2.1785651842753095
538,16033,-3.6899329026540126
539,15979,-4.14104135831197
540,15507,-2.569286823272705
541,1901,2.564417839050293
542,3992,0.998284975687664
543,20457,-4.081830501556397
544,25804,-1.8339247703552246
545,64,-1.7006753285725908
546,7392,-1.2829453150431318
547,7418,0.923112392425538
548,477,0.20719416936238666
549,16944,-2.322209358215332
550,25024,1.0148735046386719
551,17610,-3.7408701578776045
552,10805,-3.1467407544453945
553,13482,-3.3285733858744297
554,23339,-3.0416204134623204
555,24927,0.49048407872517874
556,16949,-4.525370121002196
557,21713,-3.6419555346171064
558,24492,-1.612185875574748
559,2987,0.3012857437133789
560,19344,-2.028492132822673
561,14054,-3.719661394755046
562,22049,-3.8224143981933603
563,8190,-1.3380565643310547
564,4621,-2.1138267517089844
565,21254,-0.352419376373291
566,1464,-1.240579605102539
567,9747,-0.7190014521280927
568,6594,-4.28153121471405
569,4336,0.7736740112304688
570,11252,0.2221059799194336
571,12344,0.2583293914794922
572,17323,-4.3537756601969395
573,4758,-3.4517994721730547
574,21579,1.6295886039733878
575,1928,-1.4077976544698085
576,17778,-3.904862642288207
577,2600,-0.058935801188152226
578,15789,-2.0056910514831543
579,10021,-3.1784982681274414
580,17863,-4.029580593109131
581,5731,-3.1856073538462315
582,25771,0.24616018931070904
583,22908,-2.2805051803588867
584,23429,-0.8561242421468105
585,10887,-0.5711960792541513
586,1045,-3.960356871287028
587,23907,-4.284367501735687
588,9238,-1.1960800488789873
589,14797,0.1952959696451817
590,9037,0.04946549733479877
591,7271,-0.16266187032063772
592,6559,0.5974845886230469
593,10100,-4.1241882642110195
594,20830,-3.1048065821329756
595,4164,-2.151693344116211
596,23879,0.6785047849019366
597,14735,-2.3431191444396973
598,8596,-4.479685087998709
599,4285,-4.470726648966471
600,23268,-2.680326859156291
601,2088,-2.7847544352213536
602,5094,-3.0851090749104824
603,25387,-0.3791230519612636
604,13312,-3.8804934819539394
605,14196,-1.6666485468546544
606,14806,-3.8642393747965498
607,9197,-4.0037715435028085
608,14346,0.9546222686767578
609,18161,-2.7708190282185874
610,7496,0.779962857564291
611,4829,-4.181004762649536
612,22638,-3.2388900121053066
613,7154,0.43897787729899207
614,22798,0.1658646265665693
615,240,-2.7210671901702876
616,5926,0.1127939224243164
617,23625,-2.1136705080668126
618,7731,-0.896398464838664
619,8832,-2.2651095390319824
620,24489,-3.8830888271331787
621,8818,-0.9209648768107099
622,20676,-2.08543062210083
623,2192,-2.0692648887634277
624,9804,-4.297812024752298
625,9777,-3.453096389770507
626,3609,-3.3211843967437744
627,5260,-0.06345113118489643
628,2958,-4.323309342066446
629,15573,0.722944736480712
630,19132,-4.322124679883322
631,7880,-4.211399435997009
632,23232,-2.55897331237793
633,2640,-1.8198122183481855
634,14048,1.7860008875528974
635,7934,-4.308593352635702
636,17375,-2.360906759897868
637,20051,-4.0073574384053545
638,19468,0.2611509958902998
639,22103,-0.3214266300201416
640,11273,-3.4497389793395996
641,1367,0.42580445607503314
642,2253,-0.8399674097696952
643,3744,-2.7744295597076416
644,13803,-1.2793013254801435
645,8444,-3.9655274550120034
646,4049,-1.308047691980998
647,8391,-1.3046735127766933
648,1067,-3.489839871724447
649,17659,0.5207457542419434
650,2918,-0.24891424179077148
651,18459,-4.737920602162679
652,12637,-0.2729318141937256
653,10431,-4.6412270069122314
654,1737,-3.354714473088582
655,17429,0.19731950759887695
656,14170,0.6732125282287598
657,6938,-1.8049335479736328
658,5381,-4.359602769215901
659,8962,-1.357765356699625
660,12136,-2.749210516611735
661,16568,-1.2749253908793134
662,11866,-0.6553821563720703
663,18735,-0.45940208435058594
664,21752,-4.086441159248352
665,7352,-1.2588065465291338
666,6941,0.027504285176595644
667,2039,0.34113550186157227
668,69,-3.941344579060872
669,995,-2.7326431274414062
670,8045,-2.735249201456706
671,13600,-1.512281735738119
672,6841,-4.350979566574097
673,21330,-4.946274995803833
674,17114,-2.213458379109701
675,13319,-4.298936367034913
676,25479,-3.713183879852295
677,9837,-0.27700010935465613
678,11237,-4.661403735478719
679,19002,-2.449489752451578
680,2108,0.24187342325846473
681,25590,-1.78230365117391
682,11610,-3.7239640553792315
683,25007,-3.3572015762329106
684,3673,-1.1536979675292969
685,8421,0.1935586929321289
686,18591,-4.128627379735311
687,1033,-3.6327636241912837
688,4309,-1.4370429515838623
689,10613,-2.7366298039754233
690,25553,-4.279547929763793
691,21098,-0.6317877769470215
692,7057,-3.868077437082926
693,16251,-3.9593537648518877
694,10677,-4.258645534515381
695,1271,-2.3213086128234863
696,11569,-1.3877851168314619
697,4474,1.0966124534606934
698,4237,-3.6136862436930333
699,8853,-2.738224506378174
700,20486,-4.134370565414429
701,14108,-3.839871009190877
702,8878,-0.49385611216227154
703,13752,-4.6765007972717285
704,21802,2.558529853820801
705,17477,1.0546682675679513
706,10953,-2.0088149706522627
707,8233,-3.773385206858317
708,15959,-1.3264228502909345
709,21710,0.6510121027628593
710,17984,-4.187329530715942
711,10697,-1.3120975494384766
712,25395,0.910054763158163
713,23168,-3.7798058191935224
714,25165,-3.7640415032704673
715,19024,-4.104504028956095
716,18719,-2.7028385798136387
717,14120,-3.947784026463826
718,1384,-3.4017698764801017
719,4042,-4.3617970546086635
720,20906,-0.7075819969177246
721,7198,-4.509642759958902
722,23904,-4.235824982325236
723,22036,-1.9885354042053223
724,17545,-0.027792930603027344
725,24771,2.891454855600994
726,13606,-2.2895628611246743
727,10347,0.11059872309366892
728,19259,0.2850170135498047
729,17333,1.4850557645161944
730,12400,-3.84231980641683
731,15129,-0.32265456517537494
732,22679,-2.920319239298503
733,21054,-4.064194003740946
734,12793,0.21958684921264648
735,205,-0.5712505976359052
736,5217,-4.131181081136068
737,2695,-3.6732951005299883
738,25952,1.8962914148966465
739,16116,-3.834155559539795
740,11250,-0.25539080301920514
741,15390,0.5544258753458653
742,17002,1.0667637189229318
743,1788,-2.5156859556833906
744,13285,-3.9078681468963614
745,21535,-2.775470733642578
746,25975,-1.4089136123657227
747,21222,-3.0542318026224775
748,7686,-2.4662171999613443
749,19989,-2.701340516408285
750,14450,-2.8639930089314776
751,17572,1.4890389442443848
752,19310,-4.118539452552795
753,20500,1.4298014640808105
754,10890,0.965537389119465
755,13114,1.1814673741658517
756,11885,1.245035171508789
757,10637,-4.316726803779602
758,11754,-1.0606705347696934
759,9814,-1.4716588656107588
760,5767,-3.62954552968343
761,20224,-2.004952271779378
762,10662,-0.5058269500732422
763,17580,-1.4823904832204189
764,17626,-4.13924757639567
765,15459,-3.29797641436259
766,19474,-4.011568466822307
767,18800,-3.313255786895751
768,19571,0.46216503779093365
769,24747,-2.893210967381796
770,22480,0.30524444580078125
771,24112,-4.034843762715657
772,9267,-2.855389753977457
773,17081,-2.4830541610717773
774,24195,-3.568987369537354
775,22069,-3.403885205586752
776,12343,-1.614204565684001
777,7113,1.2254660924275713
778,9858,1.5078983306884766
779,15796,-0.5860238075256348
780,4019,-0.5882868766784668
781,22347,-0.8603002230326329
782,10638,0.6665124893188477
783,6332,-1.1499141057332363
784,25744,-3.817876100540162
785,11145,-3.7038523356119795
786,1737,-3.354714473088582
787,10073,-3.993630409240723
788,6201,-2.673540035883586
789,7809,-2.5881870587666835
790,10627,-2.176728407541911
791,5099,-0.722433725992838
792,389,-3.5546385447184248
793,9285,-3.6338277657826747
794,25048,-1.9478809038798008
795,15977,1.0773026148478184
796,25487,-0.6114916801452646
797,14409,-0.5501244862874355
798,827,-2.0084116458892822
799,3125,-2.1788144906361895
800,13107,-2.9514346917470293
801,1569,-3.4205037752787275
802,18422,-3.989963928858439
803,21249,-3.5062678654988604
804,900,-4.102200349171956
805,11871,1.9563415845235177
806,16920,-4.126780351003011
807,9592,-4.128750006357829
808,6469,-3.014393011728922
809,13789,-3.184324264526368
810,22084,-4.017157594362895
811,23364,-4.511663118998209
812,21412,-2.244274377822876
813,16862,-4.223397413889568
814,8699,-1.914642333984375
815,422,-3.0320107142130537
816,640,0.2806045214335118
817,24595,-1.283098379770915
818,18997,-2.1611205736796055
819,12777,-0.6319869359334298
820,9076,-1.1043570836385088
821,5829,-1.7603383064270028
822,9977,-3.7930206457773843
823,6787,-3.7715571721394854
824,4901,-3.128244161605835
825,17759,1.9317247072855626
826,24304,-0.283689022064209
827,18610,-4.007856051127116
828,24809,1.9661156336466465
829,9040,-0.17070325215657522
830,5934,-3.880690217018127
831,13247,-0.876410961151123
832,23840,-2.4641378720601406
833,15194,-0.6740509668985997
834,8153,-2.229190031687418
835,2728,0.27393388748168945
836,16401,-3.7704677581787114
837,4268,1.1409090360005703
838,20687,-2.1044675509134922
839,6741,-2.5671401023864737
840,24742,-3.6516990661621103
841,1536,-0.5827653408050537
842,5942,0.04449812571207623
843,13121,-1.1742503643035889
844,9151,-0.17491610844929983
845,15387,-3.736467758814494
846,21434,-0.26491578420003314
847,23795,-2.3497707049051924
848,8219,-0.09104077021280865
849,15392,-0.7647495269775391
850,13799,1.9342929522196446
851,19669,0.2537562052408857
852,12486,-1.7315360705057774
853,12099,0.8668533960978193
854,1937,-3.3326148986816415
855,20873,-4.15144282579422
856,16359,-1.4529426892598467
857,24564,-3.9260591268539424
858,14705,-3.499047915140788
859,15502,-3.650209585825602
860,23549,-3.9379921754201255
861,20105,-0.6453927357991533
862,23478,-0.32198238372802734
863,25235,-3.4601120948791504
864,14392,-2.284298261006673
865,22767,-0.892962296803792
866,25303,-4.75536330540975
867,24583,-1.8767463366190595
868,24086,1.2323060035705575
869,12512,-2.175851821899413
870,10566,0.19997739791870117
871,13517,-2.3691534996032706
872,7475,-4.3313835461934405
873,24369,0.5852464040120449
874,17302,2.079775810241699
875,3035,-2.75083065032959
876,23245,-3.966246287027994
877,21665,-2.9707780679066973
878,11880,-2.676856994628907
879,15593,-1.9088720480600996
880,9574,-2.763513247172038
881,17638,-2.9616575241088867
882,18602,-4.060129920641581
883,10406,1.8912132581075038
884,802,-4.126810749371846
885,2043,-2.161361376444498
886,23347,-3.076151529947917
887,7617,-2.7368498643239336
888,4089,-0.26167949040730853
889,15642,-0.2441836992899571
890,24179,-3.8369683424631753
891,21383,-1.939762433369955
892,17645,-4.075928529103597
893,7110,-2.12943156560262
894,10871,-3.0335211753845215
895,16150,-3.705262104670207
896,20629,0.7695326805114746
897,18473,-1.563933690388998
898,17096,-1.0097250938415518
899,4948,-3.7527097066243487
900,13243,-1.6088965733846026
901,20389,-4.896560986836752
902,1566,-3.6383875211079912
903,20751,-0.5000461737314863
904,15795,-3.2003560066223136
905,23427,-0.24333683649698834
906,6021,0.6281913121541329
907,24297,-4.289854327837626
908,23357,-1.757118384043375
909,9064,-0.9020547866821289
910,12419,1.2361890474955235
911,16698,2.565409978230795
912,21218,-1.6590944925944013
913,6936,0.0945266882578526
914,19487,-3.5031628608703604
915,12295,0.7600034077962246
916,15872,2.4382799466450997
917,4047,0.6084752082824707
918,25459,0.13952994346618652
919,8915,-1.3569146792093916
920,524,-2.1150180498758955
921,17190,-3.452225685119629
922,23222,-4.115012963612874
923,32,1.3345694541931152
924,15095,-3.775626579920451
925,25541,-0.523035367329916
926,9049,1.10085105895996
927,14946,-3.694587230682373
928,3242,-4.32332468032837
929,17628,-3.0744830767313642
930,14123,-0.03382523854573627
931,9415,-4.353074153264363
932,9310,-0.18843968709309866
933,14985,-2.7486790021260576
934,11200,-3.959413369496663
935,2554,-4.041070024172464
936,11304,-0.11211570103963275
937,21830,1.5975643793741874
938,17374,0.5147039095560704
939,23208,-4.426504294077555
940,23322,0.8057297070821132
941,16731,0.3632529576619463
942,8486,-2.173717498779297
943,22372,-1.412369092305501
944,25440,-2.820445617039999
945,14106,-2.5899553298950195
946,17695,-0.2192529042561855
947,8826,-1.6797645092010498
948,20534,0.8423376083374023
949,2715,-4.264064629872641
950,14642,-1.3454381624857588
951,12713,-4.529417912165324
952,6790,-3.838919798533121
953,21314,1.3059730529785147
954,7611,-1.0619050661722822
955,5994,1.5722692012786874
956,19479,-1.8692380587259931
957,18737,-0.12308327356974225
958,12925,0.08017381032308002
959,4908,-3.87897006670634
960,3919,1.4475293159484863
961,7418,0.923112392425538
962,1874,-0.5246125857035313
963,21152,-0.7837843894958496
964,19031,-3.5129726727803545
965,13989,-0.38182878494262695
966,15695,-1.6813542048136396
967,14608,-3.440528790156046
968,24173,0.7469418843587246
969,9628,1.3525937398274746
970,3389,-3.5402536392211914
971,13511,1.343124945958455
